age,gender,income_level,nationality,GPA,attendance,course_completion,assignment_delays,LMS_logins,forum_posts,night_study_hours,engagement_score,sentiment_score,motivation,emotional_exhaustion,depersonalization,personal_accomplishment,autonomy,competence,relatedness,O,C,E,A,N,burnout_score,burnout_level,dropout_status,time_to_dropout
26,F,Low,UK,3.32,77.1884087259404,33,2,34.757666666666665,7,9.267670265464783,65.8121572058828,0.32467747535424696,86.61704091917896,30,17,10,4,1,2,85,25,9,58,85,37,Medium,0,17
18,F,Medium,US,3.42,71.40344187195979,100,2,31.757666666666665,7,7.82708060100923,100.0,-0.8149545521320696,65.70690938578853,8,8,30,2,1,1,0,58,7,55,14,0,Low,0,18
24,F,Low,IN,2.11,71.01541140422563,53,3,21.757666666666665,6,12.68370616724732,60.52236846426897,-0.6116158570445045,98.78755574684982,39,5,47,1,3,1,9,97,28,93,69,0,Low,1,46
26,F,Medium,IN,2.95,91.4002211204328,14,1,30.757666666666665,8,8.695792307793877,89.31624428666684,-0.406768383692266,55.33806573610762,0,41,28,5,2,3,33,1,70,25,52,13,Low,0,12
24,F,Low,IN,3.23,89.97301748309036,4,1,17.757666666666665,7,14.463219679665515,49.549757059110355,-0.8890549191694757,86.47404663393908,47,35,20,4,1,1,16,71,45,16,80,62,High,0,53
22,M,Medium,DE,3.03,75.1452181364639,39,2,30.757666666666665,3,13.68870414185111,71.50413468872502,-0.26823949095210864,71.65010185461253,50,41,41,6,2,6,43,49,23,77,26,50,Medium,1,12
27,M,Medium,US,3.67,61.242158839228445,6,3,23.257666666666665,8,14.275900763328032,67.2761066185963,0.5340418127030642,23.388082510852747,20,18,35,5,6,1,37,61,24,41,7,3,Low,0,3
22,F,Medium,CN,2.59,68.71406455290716,43,4,50.757666666666665,8,12.904038649344967,54.68686795718487,-0.8925424447458863,88.27268833717855,43,43,7,3,4,5,50,83,63,5,67,79,High,0,68
26,F,Low,DE,1.98,97.21243837499543,41,3,30.757666666666665,3,8.181197414539504,60.0331542233176,-0.00829771415280578,41.63631687844281,45,10,24,3,6,2,66,28,94,55,20,31,Medium,1,1
23,F,Low,DE,3.41,86.8880788454947,88,3,34.257666666666665,2,10.15734981697217,77.54600875010144,-0.5473960721631674,55.0229643287613,41,38,32,3,4,5,21,98,31,96,73,47,Medium,1,17
18,F,High,UK,2.73,80.65461375558306,33,1,32.757666666666665,4,9.390800305138972,64.95303619331904,0.1327574422435729,77.4629412912838,32,12,28,1,4,1,8,93,15,18,60,16,Low,0,238
24,M,Low,DE,2.12,98.68833173151057,27,0,29.757666666666665,5,12.514502524108226,55.52231179075443,-0.015283983452222927,45.109324288868045,10,26,0,2,3,6,5,52,19,92,43,36,Medium,0,65
18,M,Medium,CN,2.92,99.58326272811516,62,2,37.757666666666665,6,9.968211981296072,83.46663144444385,-0.6679271120914414,58.57850807845376,17,47,17,2,3,1,35,53,56,64,83,47,Medium,0,70
29,F,Medium,UK,3.62,79.64060398038701,64,6,29.257666666666665,6,9.270270478915753,69.68219368811528,0.7052512481197122,73.14420894388837,18,4,50,6,2,3,80,75,84,99,21,0,Low,0,1
25,F,Low,CN,2.37,79.82428239468334,3,4,24.257666666666665,10,14.974086538351463,74.96820918244735,0.0009404049405916659,43.55573217334232,50,39,39,2,6,4,100,27,55,74,77,50,Medium,0,15
22,M,Medium,US,4.0,74.17953317887924,8,1,46.757666666666665,7,9.017732465151461,86.3976898721291,0.9713439266491473,55.28314784890176,32,28,37,1,1,4,78,34,97,96,66,23,Low,0,17
23,M,Medium,US,2.58,77.15396712514865,16,0,37.257666666666665,2,8.126685512292603,93.18720030567697,0.9693782202495398,52.9313237168526,2,16,25,4,5,3,52,36,53,24,47,0,Low,0,18
25,M,Low,DE,3.04,65.13675024199878,78,0,35.257666666666665,7,8.79415756560881,35.70891487150094,-0.4978785915520112,79.27920712000021,8,49,28,2,6,1,52,8,32,46,53,29,Low,0,9
21,M,High,US,2.39,65.0961362381594,21,1,36.257666666666665,3,13.213700798596818,68.38851872863805,0.7661004361744503,91.36636941420994,44,39,24,1,1,6,17,37,13,39,82,59,Medium,1,47
21,F,Low,IN,3.02,62.773411310940986,100,4,33.257666666666665,5,10.563353186912991,44.84620511702505,0.4391009474759078,37.99904536514293,24,42,12,3,6,6,30,97,6,62,39,54,Medium,0,29
23,F,Medium,UK,2.93,90.84337006919445,44,2,27.257666666666665,3,11.375362627691672,100.0,-0.13555886295589237,61.554414481316066,26,46,28,1,2,5,61,3,49,93,89,44,Medium,0,2
21,F,Medium,CN,2.26,64.38597777087436,94,2,28.257666666666665,7,10.70798862866818,72.26126406303864,0.6302499931345873,49.517490041786054,46,43,43,3,6,2,2,84,50,61,99,46,Medium,0,8
27,F,Medium,CN,4.0,99.49962298706154,24,0,34.257666666666665,10,3.421304811333931,84.59741626543733,-0.15919348248444432,60.62049400827382,29,39,47,5,4,6,36,41,92,59,59,21,Low,0,27
19,M,Medium,DE,2.75,72.69622108800594,42,1,30.257666666666665,6,6.793568591595405,60.5934064965751,-0.01518378848871782,95.33448689313563,21,8,17,4,3,2,65,33,3,78,47,12,Low,0,7
27,M,Low,UK,2.75,97.37349906782536,13,1,20.257666666666665,0,9.163695690470574,64.66857078273915,-0.2563810477907791,67.59650989852447,42,19,41,6,6,1,89,26,21,70,15,20,Low,0,65
22,M,High,DE,3.48,76.34945657134526,85,1,38.757666666666665,5,10.944241973631375,86.49056021454119,0.6871602738397078,48.73914198121922,17,19,16,6,2,5,85,21,20,14,40,20,Low,0,33
24,M,Medium,UK,3.91,64.33813229079523,60,5,36.757666666666665,1,7.047082720507005,77.72658097054607,0.813411331923849,32.63497020854041,47,9,3,6,2,2,96,45,7,80,61,53,Medium,0,13
19,F,High,DE,3.56,92.8377889806547,7,2,26.257666666666665,4,6.954576807803903,95.16592550279047,-0.6974676568116069,79.98185828424249,3,14,15,5,4,5,64,26,10,57,31,2,Low,0,13
22,M,High,UK,2.4,94.01865627633225,75,0,24.757666666666665,4,9.063104353300693,57.48419492283458,0.17963207057050012,50.816292254793254,45,40,18,4,1,5,23,56,95,22,31,67,High,0,25
27,M,High,CN,3.11,70.93948999732989,89,1,32.257666666666665,5,13.978842958301197,66.72924610696494,-0.7661692210130706,44.48018579037298,6,29,50,1,1,1,22,77,2,20,5,0,Low,0,10
21,F,Medium,DE,2.06,76.6834773340255,69,1,19.257666666666665,6,3.5414002758127845,77.69707063993233,0.770809124125784,66.07988084115958,23,2,7,3,5,4,92,33,93,72,36,18,Low,1,45
19,F,Medium,DE,3.45,70.94204063439021,81,1,34.257666666666665,5,2.0453465062563616,79.98528907430678,-0.5595628138456177,71.58002329067563,10,34,22,6,1,3,69,88,72,80,33,22,Low,0,24
24,M,Medium,US,2.18,78.79473305542281,27,3,30.757666666666665,6,15.206036734831969,76.28916880156766,-0.9278488467350052,52.62952812081427,36,14,46,1,2,3,78,3,56,89,90,4,Low,0,15
19,M,Medium,DE,2.6,81.07829147440854,43,3,35.257666666666665,4,5.40885059400107,50.15319952533136,0.4912605057547115,41.081326670103074,23,2,11,5,6,3,50,14,14,26,7,14,Low,1,91
21,F,Medium,UK,3.0,76.48616940884571,86,2,30.257666666666665,5,8.784032641554358,55.860418953711246,0.3324589366970132,87.37116728587006,38,3,12,3,1,6,15,93,89,96,99,29,Low,1,164
23,F,Medium,DE,3.22,61.811086046091475,61,0,36.257666666666665,5,5.497719279457431,75.12420805779009,-0.17789696883166362,73.670763182518,28,4,31,6,4,1,59,84,82,24,61,1,Low,0,64
24,F,Low,UK,2.87,74.19120684909979,61,4,27.757666666666665,6,9.092298814239612,46.85006737913835,0.23829001651522375,79.7450615181948,17,12,39,2,5,4,83,11,98,9,71,0,Low,0,54
25,M,High,DE,3.76,87.03518763554042,77,5,32.257666666666665,7,9.591622217064208,56.709513033677496,0.5424261932512069,52.86072933338327,37,33,13,3,1,5,24,42,26,21,68,57,Medium,0,53
26,M,Low,IN,3.36,77.91100457404085,62,2,32.757666666666665,8,14.83200006254296,70.55982502624913,-0.6597717534074188,43.406738684391854,15,16,31,5,4,6,17,35,17,21,31,0,Low,0,1
28,M,High,US,3.32,76.72559372438295,12,1,24.757666666666665,5,12.162024606907735,58.3586087411893,-0.3909146942208941,49.344973829416446,11,44,32,3,3,4,45,10,49,5,74,23,Low,0,11
18,F,Low,US,2.39,70.69223454969236,21,3,42.757666666666665,6,6.150628166510162,73.43923356126555,-0.028874919294194168,29.527094333427296,41,18,39,6,3,4,0,73,22,0,28,20,Low,0,1
22,F,Low,IN,3.85,73.89948630802384,78,5,44.757666666666665,9,4.276085797834296,68.65588620290119,0.26630497137368825,53.30955175856467,50,2,29,3,2,2,9,43,11,1,28,23,Low,0,15
18,F,High,IN,2.6,94.0894810658196,24,2,33.757666666666665,5,11.49903794521187,58.177444796652416,0.2273546105465476,46.49295655868899,27,7,34,3,1,4,78,88,53,40,4,0,Low,0,4
18,F,High,CN,3.87,68.60222743197892,67,2,25.757666666666665,7,8.441163169439113,58.532548001907315,-0.012638596158764948,58.44600243248274,48,11,18,5,4,6,87,35,7,7,95,41,Medium,0,35
20,F,Medium,US,4.0,87.2082309668523,47,1,26.757666666666665,3,7.830690452514584,89.16835370636133,0.32290652343767823,60.9806072757478,11,31,14,2,1,2,34,65,71,30,6,28,Low,0,25
25,M,High,US,3.26,80.47055220903525,62,2,36.257666666666665,3,13.554349793174504,75.76186668418981,-0.9579855571095055,61.814134098581604,0,27,21,5,3,3,7,90,16,46,42,6,Low,0,125
28,M,Low,CN,3.52,82.44810663121402,24,4,31.757666666666665,4,4.730674210789356,73.7098812980274,-0.35291709357494705,48.29285271469491,44,49,25,5,3,1,93,24,81,59,7,68,High,0,1
27,F,High,UK,1.46,72.67643718985383,31,2,25.257666666666665,4,8.901060902164902,70.82291841414235,0.14488846973650804,36.235074295346855,42,7,28,6,4,2,92,40,75,17,97,21,Low,0,17
25,M,Medium,US,2.9,76.48222633952084,69,1,33.257666666666665,5,11.892331527842105,56.38862106108954,-0.3875619569499087,31.156145671247373,25,5,8,4,4,1,44,67,49,24,68,22,Low,0,3
27,M,Medium,CN,3.55,79.94279819828043,17,3,26.257666666666665,9,6.459086361361748,61.53445056855879,0.8831308678147809,63.907322899197254,43,27,41,6,5,6,95,69,77,80,58,29,Low,1,1
20,M,Medium,UK,3.46,74.79333035390803,31,4,30.757666666666665,5,13.89431566697722,33.989157662876785,0.9272671417360325,62.70712143638421,44,36,11,4,6,2,61,40,2,70,19,69,High,0,12
28,M,Low,UK,2.39,83.3143210403655,100,1,30.757666666666665,4,6.965027596463186,60.452391894867446,-0.2572624329726534,32.1585417446226,18,20,12,3,4,6,68,7,99,41,91,26,Low,0,3
28,F,Medium,US,2.85,84.57439016123071,15,2,39.757666666666665,4,9.788749280105634,60.70501096319137,-0.5369410045504119,88.52926328635037,8,9,6,6,4,6,75,75,7,96,8,11,Low,0,105
19,F,Medium,UK,1.73,100.0,58,4,40.257666666666665,3,7.920073204882755,78.22900230482247,-0.5515151950375512,76.69503150043535,31,21,13,3,4,2,25,70,76,51,43,39,Medium,0,69
23,F,Low,US,3.21,82.7819002936237,15,1,32.257666666666665,6,1.779667833433633,60.95300165426471,-0.11206103064156858,39.57027341342777,45,32,44,2,3,3,85,39,84,10,100,33,Medium,0,25
27,M,High,IN,2.06,60.877573444811624,71,3,29.257666666666665,5,8.738237873327392,81.78845198936314,0.9150707005801035,65.30965359242339,29,24,44,5,4,3,15,82,59,10,37,9,Low,1,4
23,M,Medium,IN,3.57,91.6301908083868,12,4,25.257666666666665,6,12.376817219947995,66.10403137238474,-0.5270404454786193,57.2627811255193,20,8,14,2,2,6,17,8,56,21,72,14,Low,0,11
28,M,Low,DE,3.59,77.96129358363808,57,1,31.757666666666665,12,6.896387668193538,72.22804447531809,-0.33784281728227405,65.27170210240828,11,2,12,1,1,6,10,54,31,30,4,1,Low,0,2
29,M,Medium,US,2.76,100.0,44,1,28.257666666666665,4,8.11537642115176,69.53223197421767,0.118333885957977,63.439884291217204,14,45,6,1,1,6,20,53,5,19,60,53,Medium,0,4
23,F,Low,UK,3.26,94.70924452505308,69,3,20.257666666666665,4,8.450627430529236,80.49682227718472,0.13977905922766465,73.43339843163537,39,17,16,5,2,3,78,9,63,75,66,40,Medium,0,9
18,F,Low,DE,2.89,74.94732616288434,0,1,39.757666666666665,1,11.608192998054312,88.09312673111017,0.3251249998440573,89.58372340921292,18,1,12,2,4,3,89,4,70,98,55,7,Low,0,15
22,F,Medium,DE,3.12,87.21902783871175,52,4,39.757666666666665,9,8.920756884877726,55.194863264282276,0.4559299270652224,65.98363839008256,25,21,3,3,1,1,11,99,43,52,57,43,Medium,1,14
20,M,Low,IN,2.43,74.06044852252113,54,1,30.757666666666665,6,10.069503202497554,96.39146086201956,0.5826315020646831,70.65905416026192,30,11,13,3,3,3,29,62,63,58,96,28,Low,0,23
23,F,Low,US,3.31,80.02690826414694,24,3,27.257666666666665,6,10.108704634561036,57.14846016150612,-0.017504678842219068,89.29652431632218,15,10,11,3,1,2,24,85,34,90,74,14,Low,1,79
25,M,Medium,IN,2.18,86.75984814353954,30,3,31.257666666666665,6,8.429711790607213,67.23605841367367,-0.8577020576037928,49.242986866211666,15,33,6,5,1,6,64,32,42,31,62,42,Medium,0,19
23,M,Low,UK,2.09,91.1300020604651,71,1,38.257666666666665,7,15.068868550993079,62.065903050317765,0.3525195375315424,41.338632433999486,36,34,17,6,4,3,86,52,32,58,10,53,Medium,1,99
20,F,High,US,2.94,88.9520582888624,55,1,28.757666666666665,8,6.924113187961376,92.6163161020296,0.18508896363084082,73.43903452415765,32,34,35,2,3,4,7,89,86,38,3,31,Medium,0,40
21,M,Medium,UK,2.89,80.74989631912828,58,2,27.257666666666665,7,12.108903140213378,54.08695665721613,-0.571832250629055,35.542085501766465,39,44,50,1,5,2,34,44,72,94,0,33,Medium,0,19
26,M,Low,IN,3.14,100.0,94,0,28.757666666666665,4,13.82741050265821,80.76313033746511,0.7077360287308814,43.84771167098005,25,23,33,4,5,5,67,50,29,82,59,15,Low,0,5
18,F,Medium,UK,2.68,76.3497959347291,40,5,27.757666666666665,8,9.585096082138364,36.87452248156969,0.4830149893087652,90.09969129931338,0,37,37,6,2,5,91,87,57,62,56,0,Low,0,1
20,M,Low,UK,3.94,63.927993683007024,87,2,29.757666666666665,3,10.182529764774765,82.20762279142869,-0.15618248570834514,25.642317541529266,33,12,30,2,1,5,18,3,76,76,43,15,Low,0,76
28,F,Medium,CN,3.08,65.85300704790676,98,2,42.757666666666665,6,11.591096260618333,67.1306332049277,0.9375581930256047,66.05704529238066,0,33,31,3,6,6,51,55,9,81,70,2,Low,0,32
19,M,Low,UK,3.12,94.74007730122344,58,2,29.257666666666665,4,8.886229906132048,64.38267025880734,0.35359680867800236,31.15587396302667,17,31,44,5,1,3,80,64,33,42,100,4,Low,0,54
22,F,High,DE,3.1,79.23347080153195,21,4,28.757666666666665,0,4.311715379490817,59.62440009605673,0.8599015976789415,68.21047158318746,37,18,45,3,5,6,84,86,50,54,27,10,Low,0,35
20,M,Low,IN,3.5,81.59057498054092,42,1,37.757666666666665,4,9.251880530614235,69.00103872843793,0.4573967958722538,96.64815601373144,13,50,2,4,4,4,74,83,56,28,49,61,High,0,67
19,M,Medium,CN,3.29,74.57476120075663,4,2,42.257666666666665,5,14.937405809109887,64.67557990020082,0.42103824076023133,39.745367316097,44,47,25,6,5,1,77,17,22,16,4,66,High,1,33
23,F,Low,UK,3.22,75.4729752070081,70,1,35.257666666666665,4,11.706539977808657,47.636520391852955,-0.5641893328346468,17.933560232818245,34,32,30,1,4,1,59,4,100,96,79,36,Medium,0,19
24,M,Low,DE,3.37,72.12904139050706,27,1,24.757666666666665,5,10.23141638003971,58.22693377009237,-0.16169213364397095,67.13205599692232,46,9,50,1,1,5,2,19,19,14,2,5,Low,1,17
20,F,Medium,CN,2.09,84.71150813330088,93,2,24.757666666666665,3,12.26873863423561,81.97618627905436,0.271884197201111,47.44844151570095,26,9,29,1,1,4,15,75,61,84,82,6,Low,0,36
18,M,Medium,IN,2.11,79.026200824629,65,1,36.757666666666665,5,9.566812898992826,63.96000907942831,0.6565115114745281,56.31826864066926,23,32,13,4,5,6,81,23,24,58,76,42,Medium,1,21
19,F,High,DE,2.96,84.35005377803401,49,2,31.257666666666665,7,10.088425480001781,58.14123286782518,0.822418586731952,67.29425030552659,7,46,36,5,4,1,26,76,56,0,5,17,Low,0,114
25,F,Low,DE,2.9,83.39438385317483,18,1,33.257666666666665,4,8.70633170465466,70.69752877712345,-0.8364138263808427,71.25875921365981,45,8,49,1,5,5,70,94,79,79,100,4,Low,0,70
28,M,Low,CN,3.29,75.74121266367104,10,2,24.757666666666665,4,11.43251693773297,77.3290028714178,0.42962230667570256,71.45534563377535,33,36,16,5,4,4,4,68,57,51,97,53,Medium,0,20
20,M,Medium,US,3.01,65.41269374697212,67,3,32.757666666666665,6,8.391594337700782,79.75212023096441,-0.4679411017136712,59.45080088959704,41,29,15,1,6,1,60,12,39,18,37,55,Medium,0,11
21,F,Medium,IN,3.29,64.54200404000642,77,4,33.257666666666665,7,9.054156245140424,75.06840180770524,0.41988964463887823,68.71453904985742,14,30,21,1,1,5,31,49,70,4,52,23,Low,0,5
22,F,High,CN,2.38,100.0,26,1,27.757666666666665,3,12.636915220139777,88.13437152789,-0.3651800157885885,56.24040324411341,10,7,31,6,1,1,59,27,63,75,79,0,Low,0,5
22,M,High,UK,2.99,94.7817344442331,1,3,32.757666666666665,4,9.41707575766548,70.73759457249452,0.14185490533090062,53.42050878398128,18,9,17,2,5,1,38,65,81,55,83,10,Low,1,30
20,M,High,UK,2.33,93.40182566891214,32,2,33.757666666666665,6,11.695765413274515,66.45845308581228,0.053519876341192374,59.6743698851591,24,22,35,3,1,6,75,44,58,46,1,11,Low,1,65
18,F,Low,DE,3.19,73.25393193013105,77,3,34.757666666666665,4,11.943823122298006,83.10173780027242,0.7441115777752896,71.54510113319256,43,15,19,2,1,3,46,49,80,95,64,39,Medium,0,29
24,F,Medium,US,2.06,80.0950973376312,58,3,28.757666666666665,9,9.76987988203362,59.372132685720494,0.30769325056049435,47.05947185817048,13,32,25,3,5,5,79,61,58,94,15,20,Low,1,83
22,M,Medium,CN,3.17,71.8463720761683,8,4,31.757666666666665,6,8.951455985152691,63.93737248154072,-0.514057290703299,64.29642353828072,10,24,32,3,5,4,100,38,77,2,45,2,Low,1,125
22,M,Medium,UK,2.27,66.87917904834109,11,2,30.757666666666665,5,6.040731047891536,46.10371748067255,0.25787412367519424,50.81963604142682,6,32,11,2,6,3,42,95,10,27,94,27,Low,0,22
21,F,Medium,DE,2.81,74.112264796243,10,2,23.257666666666665,9,6.710830214643914,97.20826986948688,0.2816036288761399,45.28090097574732,21,30,13,1,2,2,73,5,34,30,27,38,Medium,0,13
29,M,Low,US,3.45,93.26184963429579,76,2,24.257666666666665,8,11.827313938643982,100.0,-0.27136342368809996,81.0282907420677,5,49,14,5,5,1,46,73,12,41,50,40,Medium,0,17
25,M,Medium,DE,3.11,88.4074536692397,78,3,22.257666666666665,4,11.771850116876063,67.37466793739446,-0.47441639344047637,67.4224722208451,4,17,44,4,2,1,39,50,24,50,18,0,Low,1,39
23,F,High,US,2.18,70.29951998377979,41,1,30.257666666666665,4,7.030432743782443,81.45197019824585,0.8192852760532137,67.60696168586061,18,18,30,4,6,1,69,69,29,72,97,6,Low,1,21
20,M,Low,US,2.66,76.85183949842525,69,3,32.757666666666665,8,11.189226433685803,80.49334037921318,-0.6921138804762017,41.092800022482805,22,33,50,1,5,1,85,79,40,25,71,5,Low,0,12
27,F,High,DE,2.25,87.49123171936581,2,4,27.257666666666665,6,10.649033283189652,72.8409968983064,-0.7165879746653823,55.067965899098304,21,28,14,5,5,6,31,87,37,32,19,35,Medium,0,8
28,M,Medium,UK,2.15,74.29028604812663,56,3,30.757666666666665,2,12.80653580443495,88.23221774534147,0.17827920372613182,72.01492627705414,46,8,21,5,4,2,37,5,52,12,7,33,Medium,0,13
18,F,Low,DE,3.06,80.7958624483273,27,2,23.757666666666665,4,16.49647215727947,51.02760860226249,-0.3832408622259025,67.44420216468203,46,12,21,3,6,6,41,37,63,2,77,37,Medium,1,5
29,M,Low,UK,3.28,84.01847447064812,82,1,32.257666666666665,5,11.7244784722832,67.22733004910722,0.008458791209710492,100.0,28,41,50,4,2,2,36,3,82,27,24,19,Low,0,31
26,F,Low,UK,3.22,83.90930551844131,49,4,23.757666666666665,3,7.927615663411885,38.697082916099845,-0.4644489634288458,64.39791526887143,47,4,33,3,5,4,19,33,67,64,79,18,Low,0,50
19,M,Medium,CN,3.3,82.54145427690285,85,0,24.257666666666665,4,12.230168470359661,54.83449763984399,-0.2638162346888975,46.70054588959993,44,8,24,5,6,3,6,17,52,39,53,28,Low,0,3
27,M,Low,CN,2.99,73.4630282621749,56,3,35.257666666666665,5,6.87418294326602,45.614757925727545,-0.18358520094552566,51.296847347054914,2,36,28,6,2,5,29,66,4,23,89,10,Low,1,34
19,F,Medium,CN,2.86,74.49025412481184,46,3,34.257666666666665,6,16.664176170180504,42.43261256098728,0.12404048104787502,42.86971760085038,27,48,1,4,3,6,74,29,37,31,22,74,High,1,28
18,F,High,IN,2.46,68.66350148479376,95,1,39.757666666666665,5,6.320830505032291,62.56898880474305,-0.8424349540760374,47.07269407090263,17,43,17,1,5,1,93,48,51,97,29,43,Medium,0,13
19,F,Medium,DE,2.78,64.38663406497727,100,2,32.257666666666665,6,11.315552869363323,75.47326980836826,-0.13561490653451558,61.994504565361474,2,36,46,6,3,3,20,50,54,100,55,0,Low,0,14
23,M,Low,IN,2.34,78.8525125830977,46,1,30.257666666666665,3,10.005609063893154,60.02126238430554,0.37461877533210686,50.72470774404476,33,14,13,4,5,6,40,7,89,59,91,34,Medium,0,23
25,M,Medium,UK,2.58,88.16259614587192,36,2,26.257666666666665,2,8.758959208615572,61.823546481440914,0.4183340364882209,86.72161338757985,25,39,17,6,2,1,23,83,7,97,36,47,Medium,1,16
22,F,Medium,UK,3.04,66.19717605846053,65,3,28.757666666666665,9,8.57018883757116,58.97914392666139,-0.4581540716216339,77.62017243064483,31,19,20,5,1,5,86,47,93,98,61,30,Low,0,14
19,F,Medium,CN,2.94,82.72973244124258,17,2,33.257666666666665,3,14.085388764979655,72.10595248813085,0.08693920690078283,77.28135409819899,11,16,3,4,1,2,34,2,54,63,27,24,Low,0,12
20,M,Low,UK,4.0,87.84631213383395,39,3,19.757666666666665,3,11.699352588363281,60.932177727377805,-0.23158961239287312,54.96230236435834,42,14,25,2,2,5,11,10,40,79,67,31,Medium,0,4
28,F,Medium,US,2.33,61.63266231178655,85,0,21.757666666666665,2,9.542940212122067,54.90164960079561,-0.9263608368842644,78.27638488332114,22,15,9,4,5,2,83,78,52,5,72,28,Low,0,3
29,F,Medium,IN,2.94,77.29418899863781,90,2,27.257666666666665,3,15.19659905552777,83.98484427003491,-0.1363069101093224,80.46253754772479,12,32,35,2,5,4,15,94,76,19,9,9,Low,0,36
27,F,Medium,CN,2.29,96.46210200458373,41,5,28.257666666666665,4,9.643956968799095,56.915056049248136,0.3472211859300989,91.91703453352882,12,41,36,3,3,4,86,72,59,7,24,17,Low,0,71
19,F,Low,IN,2.81,85.51941017757373,39,1,31.257666666666665,2,12.204629234454677,50.922559464892046,0.8908503534424721,49.17726350465922,14,33,21,4,5,2,54,29,45,75,51,26,Low,0,39
27,F,High,DE,2.83,61.29542850937712,88,3,23.257666666666665,4,5.978794231182828,81.09871394789103,-0.7757149320350929,60.23221271343675,5,42,11,6,3,4,55,50,87,70,19,36,Medium,0,10
26,F,Low,DE,3.42,86.58339462411611,20,1,24.757666666666665,12,6.139066348194177,44.743105042168786,-0.14512176287972833,44.98332935494164,44,13,38,4,2,1,47,27,20,48,21,19,Low,0,1
24,F,Low,UK,2.78,72.5226320577167,6,3,33.757666666666665,4,12.129256599062256,88.440259355689,0.8823120377884945,100.0,10,29,37,5,5,1,93,19,57,67,17,2,Low,0,27
19,F,Low,IN,2.9,86.91306930092759,7,4,32.257666666666665,8,10.924180461247001,54.60995362825925,-0.06107357457762275,55.96266126614276,37,34,16,3,1,5,18,87,64,90,68,55,Medium,0,71
29,F,Medium,US,2.78,73.09918233399226,11,5,32.257666666666665,5,16.440200681987694,71.20252558032183,0.7874269903082689,85.51614823648704,20,19,42,2,1,4,43,8,56,18,20,0,Low,1,48
23,M,Medium,UK,2.3,79.46967555588034,88,0,22.257666666666665,5,7.884038477031346,55.08122876660799,0.3643177811509104,63.13198673712582,6,40,27,1,2,4,6,43,49,72,99,19,Low,0,54
18,F,Low,DE,2.67,74.62457231437051,4,1,37.757666666666665,5,12.027152711045932,70.19422147447857,0.731993065671632,77.5885328986811,41,28,46,2,4,2,61,15,68,89,1,23,Low,0,13
20,F,Medium,CN,2.81,80.03157722738506,33,2,33.757666666666665,1,9.262787482445018,62.184979247168094,0.5165781289640807,59.71027788691682,41,13,34,1,3,1,64,49,70,75,30,20,Low,1,122
22,F,Medium,DE,3.04,74.32719826088989,60,1,40.757666666666665,6,12.544685445433732,55.26218942042675,-0.8555849472380033,78.46327956616761,39,35,46,5,3,5,93,33,98,72,72,28,Low,0,35
18,F,Low,DE,3.28,77.76461758445522,61,1,29.757666666666665,4,12.306411931727212,45.9456807631244,0.5250155924747892,65.52632396081842,18,2,14,1,4,2,66,39,86,73,46,6,Low,0,10
21,M,High,CN,2.88,68.24394991689323,84,0,35.257666666666665,3,9.917423901474733,61.88851768569583,-0.7442916596193558,94.10333371733137,1,40,9,3,6,3,52,53,73,20,57,32,Medium,1,106
23,F,Medium,IN,2.87,84.90659595413992,99,1,37.257666666666665,11,7.778388161106031,77.12574839104475,0.49718803305505643,66.12389323759196,39,9,39,6,2,6,69,32,2,21,5,9,Low,1,142
29,M,Low,US,2.14,81.75285208643925,40,2,17.257666666666665,3,8.982357682401448,80.11550007075088,-0.1619001516810541,45.55069194040186,39,22,28,5,3,6,46,35,19,91,4,33,Medium,1,13
19,M,High,UK,3.27,63.83467825895849,23,3,28.257666666666665,2,6.661651749409337,59.22102575321001,0.36952415297457875,70.3621005247631,44,38,39,6,1,3,95,29,98,25,18,43,Medium,0,12
24,M,High,CN,2.65,89.92916660201928,9,1,29.757666666666665,9,11.094363084237054,59.256604877828444,-0.8789428694271104,60.18507512299743,1,40,45,6,6,3,2,56,43,74,48,0,Low,0,3
28,F,Medium,US,3.37,78.23712040345504,90,1,32.757666666666665,4,1.5733386398574734,67.38508552279423,-0.7719770297135686,40.26815253668576,43,18,18,4,6,6,35,67,2,45,52,43,Medium,0,16
27,F,High,US,3.66,81.6176239623591,37,0,19.257666666666665,5,8.25664101905199,70.02066162506391,-0.7868352009589472,67.58471931673408,3,32,12,1,3,3,88,89,13,91,84,23,Low,0,30
29,F,Medium,DE,2.91,87.64561672029186,90,3,32.257666666666665,4,12.712311294994393,69.95106032122965,-0.2489675036027359,47.66398773203413,1,4,9,2,6,4,66,100,4,28,11,0,Low,0,47
20,M,Medium,IN,2.49,83.28242242359984,35,2,36.757666666666665,4,12.64054866403005,63.491723891408704,-0.6606887942036768,55.284610510101615,38,43,50,4,1,1,19,13,3,89,48,31,Medium,0,14
27,M,High,IN,2.99,91.65203158460899,76,2,29.257666666666665,6,5.163715662348374,64.51694666202165,-0.9841883823320243,60.82173768239033,37,12,28,2,1,6,74,70,92,89,36,21,Low,0,104
29,F,Medium,UK,3.17,77.0670447779459,64,3,28.257666666666665,2,11.74869736193927,65.69116476881685,0.7582748626409168,19.45327521623617,20,40,37,6,4,2,46,90,82,0,100,23,Low,0,8
